2023-03-19,-1.333
2023-03-18,-0.666
2023-03-17,2.6666
2023-03-16,2.1666
2023-03-15,0.0
2023-03-14,-1.999
2023-03-13,0.8333
2023-03-12,-0.166
2023-03-11,0.5
2023-03-10,-1.166
2023-03-09,0.8333
2023-03-08,1.4999
2023-03-07,-0.166
2023-03-06,3.6666
2023-03-05,5.0
2023-03-04,5.8333
2023-03-03,5.6666
2023-03-02,2.3333
2023-03-01,0.0
2023-03-01,0.0
2023-03-01,0.0
2023-03-01,-1.166
2023-03-01,0.0
2023-02-28,-1.166
2023-02-27,-4.0
2023-02-26,-2.0
2023-02-25,-2.666
2023-02-24,2.6666
2023-02-23,3.0
2023-02-22,3.0
2023-02-21,-1.333
2023-02-20,-0.166
2023-02-19,1.3333
2023-02-18,-2.666
2023-02-17,2.8333
2023-02-16,3.0
2023-02-15,0.0
2023-02-14,0.0
2023-02-13,1.6666
2023-02-12,2.3333
2023-02-11,1.1666
2023-02-10,1.5
2023-02-09,3.8333
2023-02-08,4.1666
2023-02-07,2.8333
2023-02-06,3.1666
2023-02-05,3.8333
2023-02-04,6.0
2023-02-03,6.1666
2023-02-02,3.8333
2023-02-01,1.1666
2023-01-31,3.6666
2023-01-30,-1.166
2023-01-29,-1.333
2023-01-28,0.0
2023-01-27,-3.833
2023-01-26,-1.0
2023-01-25,-2.0
2023-01-24,-1.833
2023-01-23,2.1666
2023-01-22,3.0
2023-01-21,0.6666
2023-01-20,3.1666
2023-01-19,-1.333
2023-01-18,-0.833
2023-01-17,2.1666
2023-01-16,-0.166
2023-01-15,-0.666
2023-01-14,-2.5
2023-01-13,0.1666
2023-01-12,-0.166
2023-01-11,1.3333
2023-01-10,-0.166
2023-01-09,0.3333
2023-01-08,0.1666
2023-01-07,0.8333
2023-01-06,4.6666
2023-01-05,2.3333
2023-01-04,2.0
2023-01-03,2.8333
